id,code,name,account_type,reconcile,chart_template_id/id
na_account_account_5121514,5121514,Other Postretirement And Postemployment Plans And Benefits,expense,False,l10n_na.na_chart_template
na_account_account_512152,512152,Termination Benefits,expense,False,l10n_na.na_chart_template
na_account_account_512153,512153,Other Post Employment Benefits,expense,False,l10n_na.na_chart_template
na_account_account_512161,512161,Share-Based Arrangements,expense,False,l10n_na.na_chart_template
na_account_account_512162,512162,Deferred Cash-Based Arrangements,expense,False,l10n_na.na_chart_template
na_account_account_512163,512163,Other Deferred Compensation Arrangements,expense,False,l10n_na.na_chart_template
na_account_account_512171,512171,Employee Benefits (Excluding Pension And Other Postretirement Benefits),expense,False,l10n_na.na_chart_template
na_account_account_512172,512172,Other Employee Related Expenses,expense,False,l10n_na.na_chart_template
na_account_account_512211,512211,Direct Compensation ,expense,False,l10n_na.na_chart_template
na_account_account_512212,512212,Indirect Compensation ,expense,False,l10n_na.na_chart_template
na_account_account_512213,512213,Post-Employment Benefits,expense,False,l10n_na.na_chart_template
na_account_account_512221,512221,Direct Compensation ,expense,False,l10n_na.na_chart_template
na_account_account_512222,512222,Indirect Compensation ,expense,False,l10n_na.na_chart_template
na_account_account_512223,512223,Post-Employment Benefits,expense,False,l10n_na.na_chart_template
na_account_account_513111,513111,"Shipping, Freight Forwarding",expense,False,l10n_na.na_chart_template
na_account_account_513112,513112,Storage And Handling,expense,False,l10n_na.na_chart_template
na_account_account_513113,513113,Other Shipping Services,expense,False,l10n_na.na_chart_template
na_account_account_5132111,5132111,"Internet, Mobile Phone",expense,False,l10n_na.na_chart_template
na_account_account_5132112,5132112,"Radio, Television",expense,False,l10n_na.na_chart_template
na_account_account_5132113,5132113,Outdoor,expense,False,l10n_na.na_chart_template
na_account_account_5132114,5132114,Print,expense,False,l10n_na.na_chart_template
na_account_account_5132115,5132115,"Print, Brochures, Customer Magazines And Newsletters",expense,False,l10n_na.na_chart_template
na_account_account_5132116,5132116,Other Media Production,expense,False,l10n_na.na_chart_template
na_account_account_5132121,5132121,Social Media And Internet,expense,False,l10n_na.na_chart_template
na_account_account_5132122,5132122,Radio And Television,expense,False,l10n_na.na_chart_template
na_account_account_5132123,5132123,Print And Outdoor,expense,False,l10n_na.na_chart_template
na_account_account_5132124,5132124,Other Media Procurement,expense,False,l10n_na.na_chart_template
na_account_account_513221,513221,"Market Research, Data Collection",expense,False,l10n_na.na_chart_template
na_account_account_513222,513222,"Focus Groups, Data Analysis",expense,False,l10n_na.na_chart_template
na_account_account_513223,513223,"Telemarketing, Direct Marketing",expense,False,l10n_na.na_chart_template
na_account_account_513224,513224,Public Relations,expense,False,l10n_na.na_chart_template
na_account_account_513225,513225,Other Marketing ,expense,False,l10n_na.na_chart_template
na_account_account_513311,513311,Land Lines,expense,False,l10n_na.na_chart_template
na_account_account_513312,513312,Mobile Phones,expense,False,l10n_na.na_chart_template
na_account_account_5133131,5133131,Hosting,expense,False,l10n_na.na_chart_template
na_account_account_5133132,5133132,Domain And Site Maintenance,expense,False,l10n_na.na_chart_template
na_account_account_5133141,5133141,Design And Implementation,expense,False,l10n_na.na_chart_template
na_account_account_5133142,5133142,Technical Support And Maintenance,expense,False,l10n_na.na_chart_template
na_account_account_51341,51341,Sales Agents And Brokers,expense,False,l10n_na.na_chart_template
na_account_account_51342,51342,Franchisors,expense,False,l10n_na.na_chart_template
na_account_account_51343,51343,Purchase Agents And Brokers,expense,False,l10n_na.na_chart_template
na_account_account_513511,513511,"Legal, Notary",expense,False,l10n_na.na_chart_template
na_account_account_513512,513512,"Accounting, Audit And Tax",expense,False,l10n_na.na_chart_template
na_account_account_513513,513513,Due Diligence,expense,False,l10n_na.na_chart_template
na_account_account_513514,513514,Management Consulting,expense,False,l10n_na.na_chart_template
na_account_account_513515,513515,"Engineering, Design, Architectural Fees",expense,False,l10n_na.na_chart_template
na_account_account_513516,513516,Research Or Devolvement Services,expense,False,l10n_na.na_chart_template
na_account_account_51352,51352,"Translation, Interpreting",expense,False,l10n_na.na_chart_template
na_account_account_51353,51353,Inspection And Testing,expense,False,l10n_na.na_chart_template
na_account_account_51354,51354,Certification,expense,False,l10n_na.na_chart_template
na_account_account_51355,51355,Employment Agents And Agencies,expense,False,l10n_na.na_chart_template
na_account_account_51356,51356,Bank Fees,expense,False,l10n_na.na_chart_template
na_account_account_513571,513571,Vehicle,expense,False,l10n_na.na_chart_template
na_account_account_513572,513572,Equipment,expense,False,l10n_na.na_chart_template
na_account_account_513573,513573,Property Insurance,expense,False,l10n_na.na_chart_template
na_account_account_513574,513574,General Business Risk,expense,False,l10n_na.na_chart_template
na_account_account_51358,51358,Contract Manufacturing,expense,False,l10n_na.na_chart_template
na_account_account_5136111,5136111,Domestic,expense,False,l10n_na.na_chart_template
na_account_account_5136112,5136112,International,expense,False,l10n_na.na_chart_template
na_account_account_513612,513612,Per Diem And Non Benefit Reimbursed Costs,expense,False,l10n_na.na_chart_template
na_account_account_513613,513613,Airline And Other Travel Tickets,expense,False,l10n_na.na_chart_template
na_account_account_513614,513614,Fuel,expense,False,l10n_na.na_chart_template
na_account_account_513615,513615,"Taxies, Transit And Parking",expense,False,l10n_na.na_chart_template
na_account_account_513616,513616,Other Travel ,expense,False,l10n_na.na_chart_template
na_account_account_513621,513621,Restaurants,expense,False,l10n_na.na_chart_template
na_account_account_513622,513622,"Shows, Cabarets, Sporting Events",expense,False,l10n_na.na_chart_template
na_account_account_513623,513623,Other Entertainment ,expense,False,l10n_na.na_chart_template
na_account_account_51363,51363,Training And Education,expense,False,l10n_na.na_chart_template
na_account_account_51371,51371,Repairs,expense,False,l10n_na.na_chart_template
na_account_account_51372,51372,Servicing And Upkeep,expense,False,l10n_na.na_chart_template
na_account_account_51373,51373,Maintenance,expense,False,l10n_na.na_chart_template
na_account_account_51374,51374,Janitorial,expense,False,l10n_na.na_chart_template
na_account_account_5138,5138,Utilities (Classified As Service),expense,False,l10n_na.na_chart_template
na_account_account_5139,5139,Other Services,expense,False,l10n_na.na_chart_template
na_account_account_51411,51411,"Land, Buildings And Structures",expense,False,l10n_na.na_chart_template
na_account_account_51412,51412,Machinery And Equipment,expense,False,l10n_na.na_chart_template
na_account_account_51413,51413,Transportation Equipment,expense,False,l10n_na.na_chart_template
na_account_account_51414,51414,Hardware And Software,expense,False,l10n_na.na_chart_template
na_account_account_51415,51415,"Furniture, Fixtures, Office Equipment And Decorations",expense,False,l10n_na.na_chart_template
na_account_account_51416,51416,Small Asset Rentals,expense,False,l10n_na.na_chart_template
na_account_account_51417,51417,Operating Leases,expense,False,l10n_na.na_chart_template
na_account_account_51418,51418,Other Short- Term Rentals,expense,False,l10n_na.na_chart_template
na_account_account_5142111,5142111,Landfill,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5142112,5142112,Other Land With Limited Life,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514212,514212,Land Improvements,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5142131,5142131,Bearer Plants,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5142132,5142132,Other Agricultural Assets,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514221,514221,"Manufacturing, Production And Service Facilities",expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514222,514222,"Barns, Silos And Other Agricultural Buildings",expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514223,514223,Warehouses And Storage Facilities,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514224,514224,Storefronts And Showrooms,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514225,514225,"Office Buildings, Research Facilities",expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514226,514226,Building Improvements,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514227,514227,Owner Occupied Property Measured Using Investment Property Fair Value Model,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5142281,5142281,Investment Property Completed,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5142282,5142282,Investment Property Under Construction Or Development,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51423111,51423111,"Presses, Bending, Casting Machines",expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51423112,51423112,"Turning, Drilling, Milling, Grinding Machines",expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51423113,51423113,"Laser, Water-Jet, Photochemical, Ion Beam, Plasma Cutting Machines",expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51423114,51423114,"Broaching, Lapping, Honing Machines",expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51423115,51423115,"Turbines, Compressors, Pumps And Piping",expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51423116,51423116,"Ovens, Autoclaves, Heaters, Boilers",expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51423117,51423117,"Refrigerators, Air-Conditioners",expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51423118,51423118,"Washing, Cleaning, Sterilization Machines",expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51423119,51423119,"Cranes, Hoists, Convey Belts",expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514231110,514231110,Industrial Robots,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514231111,514231111,3d Printers,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514231112,514231112,"CNC, Cad/Cam",expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514231113,514231113,"Welders, Wrenches And Other Hand Held Tools And Machines",expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514231114,514231114,"Jigs, Dies, Molds, Fixtures",expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514231115,514231115,Other Machines And Machine Tools,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51423121,51423121,"Combines, Threshers, Fellers, Harvesters",expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51423122,51423122,"Cleaning, Processing, Sorting, Bailing, Milling Machines",expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51423123,51423123,Storage Bins And Conveyers,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51423124,51423124,"Tractors, Trailers And Other Vehicles Classified As Machinery",expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51423125,51423125,Bearer Plants (Perennials),expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51423126,51423126,Heard Or Draft Animals,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5142313,5142313,Other Machinery,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5142321111,5142321111,Light Duty Trucks,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5142321112,5142321112,Heavy Duty Trucks,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5142321113,5142321113,Truck Trailers,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5142321121,5142321121,Cars,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5142321122,5142321122,Pickups And Suvs,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5142321123,5142321123,Electric And Hybrid Vehicles,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5142321131,5142321131,"Ships, Vessels And Tugs",expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5142321132,5142321132,Platforms And Barges,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5142321141,5142321141,Cars And Locomotives,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5142321142,5142321142,Rails And Rail Infrastructure Not Classified As Machinery,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5142321151,5142321151,Passenger Aircraft,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5142321152,5142321152,Cargo Aircraft,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5142321153,5142321153,Executive Aircraft,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5142321154,5142321154,Flight Controls,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514232121,514232121,"Bulldozers, Excavators, Backhoes",expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514232122,514232122,"Plows, Scrapers, Compactors, Graders, Pavers",expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514232123,514232123,Drills And Drilling Not Classified As Energy ,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514232131,514232131,Shipping Containers,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514232132,514232132,Reusable (Returnable) Containers Or Pallets,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514232133,514232133,Other Shipping Related Equipment,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51423221,51423221,"Notebooks, Desktops And Workstations",expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51423222,51423222,Servers And Networking Equipment,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51423223,51423223,Research And Development Equipment,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51423224,51423224,Acquired Computer Software (Classified As PP&E),expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51423225,51423225,Developed Computer Software (Classified As PP&E),expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51423231,51423231,"Computer Peripherals, Printers, Scanners",expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51423232,51423232,Telephones And Communication Equipment,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51423233,51423233,"Cash Registers, Terminals, Checkout Counters",expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51423234,51423234,Audio Visual Equipment,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51423235,51423235,"Laminators, Shredders And Other Office Equipment",expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51423241,51423241,Pipelines,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51423242,51423242,Refining Equipment,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51423243,51423243,Upstream Equipment,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51423244,51423244,Downstream Equipment,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51423245,51423245,Gas Transmission Equipment,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51423246,51423246,Gas Distribution Equipment,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514232471,514232471,Electric Transmission And Distribution Equipment,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514232472,514232472,Electric Generation Equipment,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51423248,51423248,Nuclear Fuel,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51423249,51423249,Oil And Gas Equipment,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514232410,514232410,Gas Gathering And Processing Equipment,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514232411,514232411,Wells And Related Equipment And Facilities,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514232412,514232412,Marine Services Equipment,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514232413,514232413,Exploration Equipment,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514232414,514232414,Production Equipment,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514232415,514232415,"Gas, Transmission And Distribution Equipment",expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514232416,514232416,Mining Assets,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5142325,5142325,Other Equipment,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514241,514241,"Desks, Chairs",expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514242,514242,"Shelves, Cabinets",expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514243,514243,Showroom Cabinets And Displays,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514244,514244,Decorations And Artwork,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514245,514245,"Works Of Art, Historical Treasures, And Similar Assets ",expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514246,514246,"Coffee Makers, Fringes, Stoves, Ovens",expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514247,514247,"Temporary Cabinets, Display Cases, Signs And Banners",expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514248,514248,Other Furniture And Fixtures,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514251,514251,Spare Parts Inventory (Repairs And Maintenance Parts),expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514252,514252,Tangible Exploration And Evaluation Assets,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514253,514253,"Oil And Gas Assets (Exploration, Evaluation, Development Or Production)",expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5142541,5142541,Operating Leased Assets,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5142542,5142542,Financial Leased Assets,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514255,514255,"Other Property, Plant And Equipment",expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5143111,5143111,Patents,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5143112,5143112,Patented Technology,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514312111,514312111,Secret Formulas And Recipes,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514312112,514312112,"Designs, Prototypes And Models",expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51431212,51431212,Trade Secrets,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51431213,51431213,Blueprints And Manuals,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5143131,5143131,Acquired In-Process R&D,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5143132,5143132,Developed In-Process R&D,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5143141,5143141,Copyrights,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5143142,5143142,Artistic-Related Intangible Assets,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5143143,5143143,Media Content,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5143144,5143144,Film Libraries,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514321,514321,Purchased Software,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514322,514322,Software Developed For Own Use,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514323,514323,Software Developed For Resale,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51433111,51433111,Trademarks,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51433112,51433112,Trade Names,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51433113,51433113,Brand Names,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51433114,51433114,Trade Dress,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51433115,51433115,Mastheads And Publishing Titles,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5143313,5143313,Collective Marks,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5143314,5143314,Service Marks,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5143315,5143315,Internet Domain Names,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5143316,5143316,Other Marketing-Related Assets,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5143321,5143321,Customer Lists,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5143322,5143322,Customer Relationships,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5143323,5143323,Distribution Righters And Systems,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5143324,5143324,Order Or Production Backlog,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5143325,5143325,Database Rights,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514341,514341,Customer Contracts,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514342,514342,Operating And Broadcast Rights,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514343,514343,Noncompete Agreements,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514344,514344,Employment Contracts,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514345,514345,Insurance Contracts,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514346,514346,Reinsurance Contracts,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514347,514347,Royalty Agreements,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514348,514348,Service Agreements,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514349,514349,Other Contractual Rights,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5143410,5143410,Core Deposits,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51434111,51434111,Franchise Rights,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51434112,51434112,Licensing Agreements,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5143412,5143412,Distribution Agreements,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5143413,5143413,Use Rights,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5143414,5143414,Servicing Contracts,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5143415,5143415,Standstill Agreements,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5143416,5143416,Transmission Service Agreement,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5143417,5143417,Construction Permits,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5143418,5143418,Other Contract-Based Intangible Assets,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514351,514351,Operating Lease (Classified As Intangible),expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514352,514352,Finance Lease (Classified As Intangible),expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514361,514361,Intangible Exploration And Evaluation Assets,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_514362,514362,Deferred Charges,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51441,51441,Mining Properties And Mineral Rights,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51442,51442,Mine Development,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51443,51443,Drilling Rights,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51444,51444,Oil Deposits,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51445,51445,Gas Deposits,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51446,51446,Coal Deposits,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51447,51447,Mineral Deposits,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51448,51448,Other Deposits,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_51449,51449,Other Land Subject To Deletion,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_52111,52111,Cost Of Merchandise Sold,expense_direct_cost,False,l10n_na.na_chart_template
na_account_account_5211211,5211211,Sales Of Direct Material,expense_direct_cost,False,l10n_na.na_chart_template
na_account_account_5211231,5211231,Indirect Material,expense_direct_cost,False,l10n_na.na_chart_template
na_account_account_5211232,5211232,Indirect Labor,expense_direct_cost,False,l10n_na.na_chart_template
na_account_account_52112331,52112331,Maintenance Supplies,expense_direct_cost,False,l10n_na.na_chart_template
na_account_account_5211234,5211234,Setup And Re-Tooling,expense_direct_cost,False,l10n_na.na_chart_template
na_account_account_5211235,5211235,Quality Control And Inspection,expense_direct_cost,False,l10n_na.na_chart_template
na_account_account_52112361,52112361,Communications Costs,expense_direct_cost,False,l10n_na.na_chart_template
na_account_account_52112362,52112362,Utilities,expense_direct_cost,False,l10n_na.na_chart_template
na_account_account_5211237,5211237,Other Taxes And Fees (Classified As Cost Of Sales),expense_direct_cost,False,l10n_na.na_chart_template
na_account_account_5211238,5211238,Shipping And Handling (Expensed As Incurred),expense_direct_cost,False,l10n_na.na_chart_template
na_account_account_5211239,5211239,Other Variable Costs,expense_direct_cost,False,l10n_na.na_chart_template
na_account_account_521211,521211,Short- Term Lease,expense_direct_cost,False,l10n_na.na_chart_template
na_account_account_521212,521212,Lease Of Small Assets (IFRS Only),expense_direct_cost,False,l10n_na.na_chart_template
na_account_account_5212211,5212211,Depreciation,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_5212212,5212212,Amortization,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_521222,521222,Depletion,expense_depreciation,False,l10n_na.na_chart_template
na_account_account_521331,521331,Direct Tax And License Fees,expense_direct_cost,False,l10n_na.na_chart_template
na_account_account_521332,521332,Excise And Sales Taxes,expense_direct_cost,False,l10n_na.na_chart_template
na_account_account_521341,521341,Inventory Write-Down,expense_direct_cost,False,l10n_na.na_chart_template
na_account_account_521361,521361,Direct Financing Lease,expense_direct_cost,False,l10n_na.na_chart_template
na_account_account_521362,521362,Sales Type Lease,expense_direct_cost,False,l10n_na.na_chart_template
na_account_account_521363,521363,Direct Costs Of Leased And Rented Property Or Equipment,expense_direct_cost,False,l10n_na.na_chart_template
na_account_account_521371,521371,Costs Of Obtaining A Contract,expense_direct_cost,False,l10n_na.na_chart_template
na_account_account_521372,521372,Costs Of Fulfilling A Contract,expense_direct_cost,False,l10n_na.na_chart_template
na_account_account_5221111,5221111,Sales Staff Compensation,expense,False,l10n_na.na_chart_template
na_account_account_5221112,5221112,Fees Paid To Third Parties (IFRS 15.26.F | ASC 606-10-25-18.F ),expense,False,l10n_na.na_chart_template
na_account_account_5221121,5221121,Rent Of Sales Equipment And Facilities,expense,False,l10n_na.na_chart_template
na_account_account_5221122,5221122,Depreciation Of Sales Equipment And Facilities,expense,False,l10n_na.na_chart_template
na_account_account_5221131,5221131,Training,expense,False,l10n_na.na_chart_template
na_account_account_5221132,5221132,Travel And Entertainment,expense,False,l10n_na.na_chart_template
na_account_account_5221133,5221133,Product Warranty ,expense,False,l10n_na.na_chart_template
na_account_account_5221134,5221134,Utilities And Facility Expenses,expense,False,l10n_na.na_chart_template
na_account_account_5221135,5221135,Other Sales Expenses,expense,False,l10n_na.na_chart_template
na_account_account_522131,522131,Transportation And Shipping,expense,False,l10n_na.na_chart_template
na_account_account_522132,522132,Storage And Handling,expense,False,l10n_na.na_chart_template
na_account_account_522133,522133,Repairs And Maintenance ,expense,False,l10n_na.na_chart_template
na_account_account_522134,522134,Other Shipping Costs,expense,False,l10n_na.na_chart_template
na_account_account_5222111,5222111,Office Staff Compensation,expense,False,l10n_na.na_chart_template
na_account_account_5222112,5222112,Officer Compensation,expense,False,l10n_na.na_chart_template
na_account_account_52221211,52221211,Recruiting ,expense,False,l10n_na.na_chart_template
na_account_account_52221212,52221212,Other Human Resource Costs,expense,False,l10n_na.na_chart_template
na_account_account_522241,522241,Legal Fees,expense,False,l10n_na.na_chart_template
na_account_account_522251,522251,Travel And Entertainment,expense,False,l10n_na.na_chart_template
na_account_account_522252,522252,Training,expense,False,l10n_na.na_chart_template
na_account_account_522253,522253,Food And Beverages (Non-Travel),expense,False,l10n_na.na_chart_template
na_account_account_522254,522254,Periodicals And Subscriptions (Excluding Software As A Service),expense,False,l10n_na.na_chart_template
na_account_account_522255,522255,License Fees And Royalties (Excluding Software),expense,False,l10n_na.na_chart_template
na_account_account_522256,522256,General Maintenance And Cleanings Costs,expense,False,l10n_na.na_chart_template
na_account_account_522257,522257,Utilities,expense,False,l10n_na.na_chart_template
na_account_account_522258,522258,Miscellaneous Administrative Expenses,expense,False,l10n_na.na_chart_template
na_account_account_522261,522261,"Rent (Operating Lease Expense) Office Furniture, Equipment And Facilities",expense,False,l10n_na.na_chart_template
na_account_account_522262,522262,"Depreciation Office Furniture, Equipment And Facilities",expense,False,l10n_na.na_chart_template
na_account_account_522263,522263,Amortization,expense,False,l10n_na.na_chart_template
na_account_account_522264,522264,Depletion,expense,False,l10n_na.na_chart_template
na_account_account_5231,5231,Credit Loss Expense,expense,False,l10n_na.na_chart_template
na_account_account_5232,5232,Credit Loss Expense Reversal,income_other,False,l10n_na.na_chart_template
na_account_account_61111,61111,Interest ,income_other,False,l10n_na.na_chart_template
na_account_account_61112,61112,Dividends ,income_other,False,l10n_na.na_chart_template
na_account_account_61113,61113,Other Finance Revenue,income_other,False,l10n_na.na_chart_template
na_account_account_61211,61211,Interest ,expense,False,l10n_na.na_chart_template
na_account_account_61212,61212,Other Finance Expenses,expense,False,l10n_na.na_chart_template
